0.1, 2, 950
0.1, 4, 1610
0.1, 6, 2330
0.1, 8, 2940
0.1, 10, 3670
0.2, 2, 1130
0.2, 4, 1850
0.2, 6, 2610
0.2, 8, 3430
0.2, 10, 4160
0.3, 2, 1310
0.3, 4, 2190
0.3, 6, 3330
0.3, 8, 3910
0.3, 10, 5230
0.4, 2, 1460
0.4, 4, 2460
0.4, 6, 3780
0.4, 8, 4660
0.4, 10, 5920
0.5, 2, 1700
0.5, 4, 3690
0.5, 6, 5300
0.5, 8, 6760
0.5, 10, 7710
